time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0.0,-0.714257538318634,-9.65384292602539,-1.53858482837677,0.029474247246980667,-0.008246680721640587,-0.011301006190478802,-42.64834976196289,48.94767761230469,-34.2882194519043
0.01,-0.6771687865257263,-9.70528793334961,-1.4919248819351196,0.02672535367310047,-0.006719517521560192,-0.010231993161141872,-42.706809997558594,49.42999267578125,-34.85823059082031
0.02,-0.6161518096923828,-9.694520950317383,-1.483549952507019,0.022907447069883347,-0.006872233934700489,-0.00809396430850029,-42.823734283447266,49.48845672607422,-35.20900344848633
0.03,-0.6161518096923828,-9.656235694885254,-1.4727823734283447,0.02519819140434265,-0.00855211354792118,-0.0088575454428792,-43.072200775146484,49.86845779418945,-34.712074279785156
0.04,-0.5910272002220154,-9.658628463745117,-1.466800332069397,0.02626720443367958,-0.01970040239393711,-0.011453723534941673,-43.14527893066406,49.283836364746094,-35.0043830871582
0.059,-0.6580261588096619,-9.678967475891113,-1.466800332069397,0.02535090781748295,-0.02733621932566166,-0.013286319561302662,-43.23297119140625,50.043846130371094,-34.82899475097656
0.063,-0.6915256977081299,-9.681360244750977,-1.4572290182113647,0.02321287989616394,-0.027947084978222847,-0.01817324012517929,-42.896812438964844,49.94153594970703,-35.12131118774414
0.07,-0.698704183101654,-9.7064847946167,-1.467996597290039,0.025656340643763542,-0.02535090781748295,-0.01924225501716137,-42.57527160644531,50.01461410522461,-34.77053451538086
0.08,-0.6915256977081299,-9.750751495361328,-1.4620145559310913,0.02687807008624077,-0.013744467869400978,-0.016340645030140877,-42.45834732055664,49.44460678100586,-34.785152435302734
0.09,-0.6903292536735535,-9.773483276367188,-1.4500504732131958,0.027947084978222847,-0.010537425056099892,-0.014660765416920185,-42.692195892333984,49.38614273071289,-34.6682243347168
0.1,-0.7070790529251099,-9.751948356628418,-1.5098711252212524,0.029626963660120964,-0.007024950347840786,-0.010231993161141872,-42.79450607299805,49.093833923339844,-34.65361022949219
0.12,-0.7238287925720215,-9.716055870056152,-1.5266207456588745,0.035124752670526505,-0.002138028386980295,-0.0074830991216003895,-42.823734283447266,49.473838806152344,-34.6682243347168
0.123,-0.7058826684951782,-9.716055870056152,-1.4895319938659668,0.03985895588994026,0.007177666295319796,-0.006566801108419895,-42.882198333740234,49.853843688964844,-35.42823791503906
0.13,-0.6927221417427063,-9.726823806762695,-1.4823535680770874,0.03848451003432274,0.005803219974040985,-0.005955935921519995,-42.633731842041016,49.18152618408203,-34.33206558227539
0.14,-0.6508477926254272,-9.716055870056152,-1.4715858697891235,0.03420845419168472,0.004886921960860491,-0.010079275816679,-42.633731842041016,49.12306213378906,-34.6682243347168
0.15,-0.5886343717575073,-9.742377281188965,-1.4572290182113647,0.028405234217643738,0.001679879380390048,-0.009010262787342072,-42.67757797241211,49.166908264160156,-34.85823059082031
0.16,-0.5419743061065674,-9.734002113342285,-1.4811570644378662,0.020311269909143448,-0.0025961773935705423,-0.009468411095440388,-43.04296875,49.34230041503906,-34.916690826416016
0.18,-0.5288137793540955,-9.734002113342285,-1.5194423198699951,0.015882495790719986,-0.016493361443281174,-0.00931569468230009,-42.6045036315918,49.80999755859375,-34.87284469604492
0.183,-0.6065804958343506,-9.718448638916016,-1.5266207456588745,0.01191187184303999,-0.03955352306365967,-0.01038470957428217,-43.3645133972168,49.605377197265625,-34.65361022949219
0.19,-0.6675975322723389,-9.681360244750977,-1.5337992906570435,0.012064589187502861,-0.0455094613134861,-0.01160643994808197,-42.73604202270508,49.473838806152344,-35.20900344848633
0.2,-0.7154539227485657,-9.688538551330566,-1.4656038284301758,0.01191187184303999,-0.04413501173257828,-0.0138971833512187,-43.379127502441406,49.53229904174805,-34.785152435302734
0.21,-0.7369893193244934,-9.701699256896973,-1.4596216678619385,0.006872233934700489,-0.03878994286060333,-0.016798794269561768,-43.3206672668457,49.35691452026367,-34.6682243347168
0.22,-0.7621140480041504,-9.722038269042969,-1.4751750230789185,0.0064140851609408855,-0.029016099870204926,-0.01664607785642147,-43.52528381347656,49.41537857055664,-34.37591552734375
0.239,-0.7920242547988892,-9.6526460647583,-1.4751750230789185,0.016951510682702065,-0.0025961773935705423,-0.015577062964439392,-42.56065368652344,49.210758209228516,-35.63285446166992
0.243,-0.7764708995819092,-9.649056434631348,-1.499103307723999,0.02122756652534008,0.0018325956771150231,-0.01710422709584236,-42.326805114746094,48.99152374267578,-34.63899612426758
0.25,-0.7585247159004211,-9.681360244750977,-1.4871392250061035,0.022449297830462456,0.007788531482219696,-0.016951510682702065,-42.57527160644531,49.63460922241211,-34.63899612426758
0.26,-0.6771687865257263,-9.67537784576416,-1.4739786386489868,0.022449297830462456,0.010231993161141872,-0.015271631069481373,-43.057586669921875,49.19614028930664,-34.9459228515625
0.27,-0.6137589812278748,-9.710074424743652,-1.467996597290039,0.020922133699059486,0.009773843921720982,-0.012980885803699493,-42.48757553100586,49.80999755859375,-34.902076721191406
0.28,-0.6173481941223145,-9.725627899169922,-1.4739786386489868,0.01710422709584236,0.0073303827084600925,-0.006872233934700489,-42.6629638671875,49.75153350830078,-34.87284469604492
0.301,-0.6400800943374634,-9.716055870056152,-1.4883357286453247,0.01160643994808197,0.0039706239476799965,-0.006261368282139301,-42.91142654418945,49.37152862548828,-35.092079162597656
0.305,-0.6664010882377625,-9.7124662399292,-1.5314065217971802,0.00809396430850029,0.00015271631127689034,-0.009621127508580685,-42.72142791748047,49.48845672607422,-34.682838439941406
0.31,-0.6711867451667786,-9.716055870056152,-1.5409777164459229,0.00809396430850029,0.0019853119738399982,-0.010231993161141872,-42.443729400634766,49.54691696166992,-35.57439422607422
0.32,-0.6496513485908508,-9.722038269042969,-1.5230315923690796,0.0073303827084600925,0.0,-0.010231993161141872,-42.502193450927734,49.766151428222656,-34.84361267089844
0.33,-0.6161518096923828,-9.711270332336426,-1.490728497505188,0.0073303827084600925,0.0013744467869400978,-0.01038470957428217,-42.9406623840332,49.63460922241211,-34.916690826416016
0.34,-0.5443671345710754,-9.701699256896973,-1.4979069232940674,0.006566801108419895,0.0007635815418325365,-0.004886921960860491,-43.057586669921875,49.25460433959961,-35.895938873291016
0.36,-0.5479563474655151,-9.644271850585938,-1.5122638940811157,0.011453723534941673,-0.0138971833512187,0.0024434609804302454,-42.73604202270508,49.54691696166992,-35.61824035644531
0.363,-0.6101697683334351,-9.628718376159668,-1.521835207939148,0.010995574295520782,-0.016340645030140877,0.003359758760780096,-42.692195892333984,50.07307434082031,-35.74978256225586
0.37,-0.6412764191627502,-9.634699821472168,-1.5014961957931519,0.013591751456260681,-0.020158551633358,0.0022907445672899485,-43.33528137207031,50.21923065185547,-35.39900588989258
0.38,-0.7154539227485657,-9.628718376159668,-1.466800332069397,0.01313360221683979,-0.02474004216492176,0.0,-42.692195892333984,49.6784553527832,-35.69131851196289
0.39,-0.7262216210365295,-9.6526460647583,-1.466800332069397,0.012675453908741474,-0.019394971430301666,-0.006872233934700489,-42.6629638671875,49.86845779418945,-35.57439422607422
0.4,-0.7154539227485657,-9.639486312866211,-1.4309078454971313,0.014355332590639591,-0.013286319561302662,-0.009773843921720982,-42.999122619628906,49.56153106689453,-34.785152435302734
0.42,-0.680757999420166,-9.66939640045166,-1.5002998113632202,0.02382374368607998,0.0022907445672899485,-0.010079275816679,-43.04296875,49.82461166381836,-35.179771423339844
0.423,-0.6496513485908508,-9.678967475891113,-1.5086746215820312,0.02519819140434265,0.0029016099870204926,-0.009162978269159794,-42.64834976196289,49.69307327270508,-35.15053939819336
0.43,-0.6436693072319031,-9.704092025756836,-1.4919248819351196,0.02825251594185829,0.006566801108419895,-0.005497787147760391,-42.823734283447266,49.89768981933594,-35.12131118774414
0.44,-0.6173481941223145,-9.7124662399292,-1.4775679111480713,0.03375030308961868,0.004581489134579897,-0.0012217304902151227,-42.6629638671875,49.07921600341797,-34.82899475097656
0.45,-0.6281159520149231,-9.719645500183105,-1.4751750230789185,0.028710665181279182,-0.0003054326225537807,-0.0013744467869400978,-43.15989685058594,49.63460922241211,-34.08360290527344
0.46,-0.6281159520149231,-9.728019714355469,-1.4536396265029907,0.02321287989616394,-0.003512475173920393,-0.0032070425804704428,-42.79450607299805,49.663841247558594,-35.16515350341797
0.479,-0.6161518096923828,-9.702895164489746,-1.4847464561462402,0.019089538604021072,-0.013744467869400978,-0.006566801108419895,-42.867584228515625,49.853843688964844,-35.472084045410156
0.483,-0.6221339106559753,-9.719645500183105,-1.4979069232940674,0.01817324012517929,-0.015882495790719986,-0.008399397134780884,-42.999122619628906,49.97077178955078,-35.50131607055664
0.49,-0.5958127975463867,-9.720841407775879,-1.5014961957931519,0.020463986322283745,-0.020005837082862854,-0.0074830991216003895,-42.48757553100586,49.53229904174805,-35.530548095703125
0.5,-0.6257230639457703,-9.739984512329102,-1.4644074440002441,0.021074850112199783,-0.029168814420700073,-0.007177666295319796,-42.429115295410156,49.210758209228516,-34.6682243347168
0.51,-0.6340979933738708,-9.750751495361328,-1.4380862712860107,0.020005837082862854,-0.030695976689457893,-0.002138028386980295,-42.692195892333984,49.7223014831543,-34.88745880126953
0.52,-0.6831508874893188,-9.693324089050293,-1.412961721420288,0.017409659922122955,-0.029626963660120964,0.0003054326225537807,-42.999122619628906,49.839229583740234,-34.755916595458984
0.539,-0.7082754373550415,-9.69093132019043,-1.4045867919921875,0.01572977937757969,-0.021991148591041565,-0.0032070425804704428,-42.6629638671875,49.86845779418945,-34.989768981933594
0.542,-0.727418065071106,-9.723234176635742,-1.4033904075622559,0.014049900695681572,-0.01817324012517929,-0.0029016099870204926,-42.91142654418945,49.92692184448242,-34.799766540527344
0.55,-0.7334001660346985,-9.69930648803711,-1.4045867919921875,0.014202617108821869,-0.01572977937757969,-0.0074830991216003895,-43.02835464477539,49.56153106689453,-34.799766540527344
0.56,-0.727418065071106,-9.713663101196289,-1.4249258041381836,0.012980885803699493,-0.011759155429899693,-0.007635815534740686,-43.17451095581055,49.576148986816406,-35.0043830871582
0.57,-0.7357929348945618,-9.681360244750977,-1.432104229927063,0.012828170321881771,-0.008399397134780884,-0.007177666295319796,-43.33528137207031,50.19000244140625,-35.06284713745117
0.58,-0.7405785322189331,-9.645467758178711,-1.466800332069397,0.013439035043120384,-0.004581489134579897,-0.006566801108419895,-42.47296142578125,49.38614273071289,-34.77053451538086
0.6,-0.6544370055198669,-9.701699256896973,-1.4261221885681152,0.012522736564278603,0.001679879380390048,-0.007788531482219696,-42.999122619628906,49.94153594970703,-34.84361267089844
