time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0.0,-0.62931227684021,-9.674181938171387,-1.1066803932189941,0.01878410577774048,-0.02886338159441948,0.05574145168066025,-44.19760513305664,50.043846130371094,-37.13826370239258
0.01,-0.6675975322723389,-9.736394882202148,-1.0959126949310303,0.017562376335263252,0.0019853119738399982,0.057879481464624405,-43.93452072143555,50.46770095825195,-37.69365692138672
0.029,-0.605384111404419,-9.722038269042969,-1.1186444759368896,0.02382374368607998,0.039706241339445114,0.04596760869026184,-43.71529006958008,50.10231018066406,-37.89827346801758
0.033,-0.503689169883728,-9.729216575622559,-1.1665010452270508,0.02519819140434265,0.04046982154250145,0.04505131021142006,-43.55451583862305,50.540775299072266,-37.605960845947266
0.04,-0.5000999569892883,-9.768697738647461,-1.2143574953079224,0.032070424407720566,0.043676864355802536,0.038637224584817886,-43.55451583862305,50.526161193847656,-38.1028938293457
0.055,-0.4977070689201355,-9.859625816345215,-1.1653046607971191,0.03191770985722542,0.06169738993048668,0.02825251594185829,-43.802982330322266,50.40924072265625,-37.95673751831055
0.06,-0.4821537435054779,-9.848857879638672,-1.1676974296569824,0.027641652151942253,0.06948591768741608,0.027183502912521362,-43.86144256591797,50.29231262207031,-37.48904037475586
0.07,-0.44267216324806213,-9.820143699645996,-1.1856435537338257,0.019394971430301666,0.08032877743244171,0.03130684420466423,-44.38760757446289,49.97077178955078,-38.4244384765625
0.08,-0.34217363595962524,-9.780662536621094,-1.2263215780258179,0.015882495790719986,0.08200865983963013,0.040164388716220856,-43.94913864135742,50.29231262207031,-38.97983169555664
0.09,-0.28115665912628174,-9.745965957641602,-1.2263215780258179,0.013744467869400978,0.07528913766145706,0.04718933627009392,-44.29991149902344,49.91230773925781,-38.760597229003906
0.11,-0.17706885933876038,-9.735198020935059,-1.2442678213119507,0.01160643994808197,0.05345070734620094,0.05726861581206322,-43.978370666503906,50.21923065185547,-37.98596954345703
0.113,-0.13878370821475983,-9.738787651062012,-1.2299107313156128,0.016035212203860283,0.019853120669722557,0.0705549344420433,-44.29991149902344,50.336158752441406,-38.04443359375
0.12,-0.18544374406337738,-9.737591743469238,-1.2167502641677856,0.018020525574684143,0.0,0.07742717117071152,-44.13914108276367,49.839229583740234,-38.92136764526367
0.13,-0.30149564146995544,-9.762716293334961,-1.155733346939087,0.016340645030140877,-0.01878410577774048,0.08567384630441666,-44.051448822021484,50.3215446472168,-38.8629035949707
