PacketCounter,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Roll,Pitch,Yaw
5896,9.278044,-0.63108,-3.084305,0.607675,-0.157955,-0.12459,-141.884917,-77.149805,-48.474625
5897,9.223031,-0.576648,-3.029896,0.571736,-0.123797,-0.071889,-141.888114,-77.117916,-48.135793
5898,9.187269,-0.273659,-2.817554,0.560063,-0.084887,-0.009268,-141.714277,-77.081475,-47.985235
5899,9.257429,-0.193998,-2.240536,0.456954,-0.114568,0.047522,-141.534377,-77.011592,-47.901501
5900,9.659457,-0.76412,-2.037143,0.413735,-0.11721,0.114259,-141.254938,-76.916757,-47.945313
5901,9.695363,-0.686236,-1.660349,0.436206,-0.100961,0.176307,-140.821984,-76.806814,-48.133282
5902,9.688456,-0.689932,-1.437572,0.393884,-0.116702,0.234152,-140.334486,-76.66845,-48.402581
5903,9.785996,-0.939467,-1.565017,0.375071,-0.133158,0.282269,-139.802915,-76.504618,-48.728148
5904,10.028483,-0.936178,-1.50312,0.391074,-0.134848,0.338377,-139.174591,-76.318408,-49.144349
5905,10.18127,-1.018243,-1.574683,0.396408,-0.147528,0.391833,-138.483941,-76.105508,-49.621609
5906,10.182628,-0.789012,-1.3595,0.398654,-0.163606,0.440351,-137.751797,-75.865737,-50.141098
5907,10.469715,-0.604305,-1.110638,0.360581,-0.187773,0.504258,-136.994692,-75.589418,-50.709072
5908,10.450842,-0.702443,-1.388146,0.324851,-0.190566,0.575651,-136.173664,-75.281864,-51.365358
5909,10.07423,-0.513589,-1.369593,0.280734,-0.205335,0.64858,-135.319564,-74.936844,-52.082399
5910,10.276937,-0.951763,-1.577854,0.241738,-0.251151,0.728667,-134.473329,-74.537953,-52.816305
5911,10.383023,-0.837148,-1.498819,0.237323,-0.216361,0.794909,-133.526592,-74.122827,-53.657816
5912,10.528816,-0.949764,-1.990689,0.257334,-0.229343,0.872088,-132.52989,-73.6663,-54.542069
5913,10.418717,-1.216089,-1.892415,0.252181,-0.231469,0.937412,-131.508588,-73.177131,-55.456387
5914,10.614563,-1.237597,-1.885747,0.302815,-0.215265,1.007266,-130.406297,-72.65883,-56.428339
5915,10.539359,-1.191928,-1.782963,0.306212,-0.204663,1.069282,-129.278256,-72.111937,-57.427033
5916,10.920634,-1.402353,-1.739162,0.36702,-0.200876,1.138346,-128.099434,-71.529268,-58.446746
5917,11.22218,-1.021275,-1.535236,0.417424,-0.179372,1.217436,-126.852424,-70.911879,-59.510337
5918,11.653937,-1.009497,-1.474246,0.45862,-0.182786,1.304781,-125.576264,-70.245199,-60.585158
5919,12.039078,-0.869744,-1.51395,0.547844,-0.156034,1.407122,-124.204498,-69.531548,-61.7108
5920,12.373346,-0.690323,-1.583789,0.621166,-0.145233,1.525878,-122.764669,-68.754809,-62.871009
5921,12.770862,-0.271952,-1.663753,0.726698,-0.122209,1.654998,-121.234146,-67.912729,-64.068411
5922,13.044761,-0.204508,-1.535657,0.767339,-0.118233,1.791188,-119.682268,-66.992065,-65.272949
5923,13.560174,0.016597,-1.146722,0.872251,-0.120888,1.918633,-118.103089,-65.995153,-66.448367
5924,14.650834,0.846252,-0.187234,0.972344,-0.110161,2.066717,-116.480264,-64.912206,-67.620204
5925,16.507689,1.872781,-0.693695,0.960245,-0.040803,2.238043,-114.822352,-63.74611,-68.84738
5926,17.1034,3.580898,-1.154727,1.064299,0.015504,2.384418,-113.102261,-62.499606,-70.092348
5927,18.339116,4.603517,-1.065505,1.108489,-0.059845,2.538064,-111.50116,-61.142175,-71.185961
5928,19.817584,5.355861,0.01398,1.174844,-0.074361,2.704061,-109.933637,-59.676314,-72.214693
5929,20.447109,5.137072,1.007449,0.959658,-0.1098,2.917559,-108.575044,-58.079833,-73.156124
5930,20.632181,4.44769,1.143455,0.601035,-0.205535,3.149365,-107.537165,-56.326103,-73.981361
5931,20.190951,3.811577,-0.206129,0.155721,-0.370706,3.388393,-106.914597,-54.411773,-74.624209
5932,21.221142,3.392613,-0.338722,0.031117,-0.486615,3.695135,-106.439706,-52.302044,-75.19411
5933,20.726582,3.176087,-1.804057,-0.492022,-0.607974,3.727559,-106.389075,-50.156305,-75.611115
5934,21.324707,1.283476,-2.804016,-0.616148,-0.627732,3.712989,-106.44709,-48.01241,-76.001876
5935,18.621882,1.29228,-1.786975,-0.726011,-0.525544,3.527893,-106.559136,-45.990521,-76.405324
5936,16.752318,1.071708,-1.33724,-0.297551,-0.488087,3.261755,-106.466682,-44.117671,-76.777196
5937,14.352394,2.595647,0.848268,-0.046606,-0.310106,2.85434,-106.222469,-42.500523,-77.158333
5938,12.735156,-1.317541,-1.794687,0.673334,-0.187906,2.379464,-105.595451,-41.158311,-77.520404
5939,10.810186,-5.039779,-3.525279,1.624695,-0.000334,2.007238,-104.41168,-40.049989,-77.893843
5940,10.379124,-0.608971,-1.477355,2.741146,0.275195,1.802004,-102.516382,-39.081063,-78.404011
5941,6.317582,4.628378,-0.777475,2.268533,0.243824,1.296121,-100.987797,-38.385318,-78.753799
5942,6.043474,4.279721,0.09043,2.113308,0.148782,0.708855,-99.654413,-37.999489,-78.952429
5943,5.251776,3.762156,1.015769,2.272792,0.29578,0.247354,-98.206826,-37.888954,-79.171962
5944,3.523931,3.361543,1.329068,2.342071,0.348811,-0.253923,-96.725737,-38.057668,-79.398596
5945,2.378143,3.200103,1.150469,2.397396,0.400537,-0.751183,-95.209648,-38.512977,-79.610931
5946,1.83621,2.334407,0.660657,2.444451,0.422477,-1.170616,-93.657211,-39.198909,-79.853392
5947,1.446992,1.853457,0.512266,2.525508,0.455685,-1.531929,-92.032625,-40.09205,-80.113546
5948,1.017446,2.273831,0.238684,2.328125,0.401431,-1.876211,-90.522833,-41.17045,-80.38395
5949,1.127078,2.728311,0.013844,1.943092,0.301594,-2.254397,-89.25516,-42.465448,-80.596874
5950,1.253343,3.327743,0.206016,1.501544,0.220368,-2.621028,-88.246445,-43.962673,-80.813873
5951,1.674586,4.053312,0.58341,0.918727,0.07586,-2.960509,-87.61875,-45.66006,-80.938536
5952,2.532115,4.212852,0.614947,0.272348,-0.083118,-3.308971,-87.427493,-47.554874,-80.987311
5953,3.445042,3.723616,0.414203,-0.317178,-0.185502,-3.643306,-87.630526,-49.648953,-80.93928
